0,PermitNo,DayOfWeek,Date,StartTime,EndTime,TotalHours,Event,Field,Park,FieldInPark,Group,YorA,IntOrExt
2485,7322,Sunday,2-Jun-19,7,19,12,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown coop spring 2019 ,Youth Athletics,Internal Reservation
2486,7322,Sunday,2-Jun-19,7,19,12,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown coop spring 2019 ,Youth Athletics,Internal Reservation
2487,7590,Sunday,2-Jun-19,8,20,12,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",weekends,Youth Athletics,External Reservation
2488,7589,Sunday,2-Jun-19,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",weekends on LL field,Youth Athletics,External Reservation
2489,9569,Sunday,2-Jun-19,9,18,9,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Hub Sports Boston #9569,Adult Athletics,External Reservation
2490,8775,Sunday,2-Jun-19,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown LL #8775,Youth Athletics,External Reservation
2491,7321,Monday,3-Jun-19,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown cooperative spring ,Youth Athletics,Internal Reservation
2492,7321,Monday,3-Jun-19,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown cooperative spring ,Youth Athletics,Internal Reservation
2493,7586,Monday,3-Jun-19,18,20,2,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",youth,Youth Athletics,External Reservation
2494,7632,Monday,3-Jun-19,20,22,2,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",weekdays @ Ryan,Youth Athletics,External Reservation
2495,7587,Monday,3-Jun-19,17,20,3,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",weekdays on Ryan LL field,Youth Athletics,External Reservation
2496,7588,Monday,3-Jun-19,20,22,2,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",lights on Little League Field,Youth Athletics,External Reservation
2497,7586,Monday,3-Jun-19,18,20,2,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",youth,Youth Athletics,External Reservation
2498,9118,Monday,3-Jun-19,20,23,3,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",MSCPA Softball #9118,Adult Athletics,External Reservation
2499,8775,Monday,3-Jun-19,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown LL #8775,Youth Athletics,External Reservation
2500,7321,Tuesday,4-Jun-19,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown cooperative spring ,Youth Athletics,Internal Reservation
2501,8983,Tuesday,4-Jun-19,20,22,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Lacrosse #8983,Adult Athletics,External Reservation
2502,7321,Tuesday,4-Jun-19,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown cooperative spring ,Youth Athletics,Internal Reservation
2503,7586,Tuesday,4-Jun-19,18,20,2,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",youth,Youth Athletics,External Reservation
2504,7632,Tuesday,4-Jun-19,20,22,2,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",weekdays @ Ryan,Youth Athletics,External Reservation
2505,7587,Tuesday,4-Jun-19,17,20,3,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",weekdays on Ryan LL field,Youth Athletics,External Reservation
2506,7588,Tuesday,4-Jun-19,20,22,2,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",lights on Little League Field,Youth Athletics,External Reservation
2507,7586,Tuesday,4-Jun-19,18,20,2,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",youth,Youth Athletics,External Reservation
2508,9118,Tuesday,4-Jun-19,20,23,3,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",MSCPA Softball #9118,Adult Athletics,External Reservation
2509,8775,Tuesday,4-Jun-19,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown LL #8775,Youth Athletics,External Reservation
2510,9045,Wednesday,5-Jun-19,18,21,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Hub Sports Boston #9045,Adult Athletics,External Reservation
2511,9040,Wednesday,5-Jun-19,21,23,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Hub Sports Boston #9040,Adult Athletics,External Reservation
2512,7321,Wednesday,5-Jun-19,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown cooperative spring ,Youth Athletics,Internal Reservation
2513,7321,Wednesday,5-Jun-19,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown cooperative spring ,Youth Athletics,Internal Reservation
2514,7977,Wednesday,5-Jun-19,20,22,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Mass defenders,Adult Athletics,External Reservation
2515,7586,Wednesday,5-Jun-19,18,20,2,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",youth,Youth Athletics,External Reservation
2516,7587,Wednesday,5-Jun-19,17,20,3,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",weekdays on Ryan LL field,Youth Athletics,External Reservation
2517,7588,Wednesday,5-Jun-19,20,22,2,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",lights on Little League Field,Youth Athletics,External Reservation
2518,7586,Wednesday,5-Jun-19,18,20,2,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",youth,Youth Athletics,External Reservation
2519,9118,Wednesday,5-Jun-19,20,23,3,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",MSCPA Softball #9118,Adult Athletics,External Reservation
2520,8775,Wednesday,5-Jun-19,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown LL #8775,Youth Athletics,External Reservation
2521,7321,Thursday,6-Jun-19,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown cooperative spring ,Youth Athletics,Internal Reservation
2522,8456,Thursday,6-Jun-19,20,23,3,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",softball #8456,Adult Athletics,External Reservation
2523,7321,Thursday,6-Jun-19,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown cooperative spring ,Youth Athletics,Internal Reservation
2524,7586,Thursday,6-Jun-19,18,20,2,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",youth,Youth Athletics,External Reservation
2525,7632,Thursday,6-Jun-19,20,22,2,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",weekdays @ Ryan,Youth Athletics,External Reservation
2526,7587,Thursday,6-Jun-19,17,20,3,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",weekdays on Ryan LL field,Youth Athletics,External Reservation
2527,7588,Thursday,6-Jun-19,20,22,2,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",lights on Little League Field,Youth Athletics,External Reservation
2528,7586,Thursday,6-Jun-19,18,20,2,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",youth,Youth Athletics,External Reservation
2529,9118,Thursday,6-Jun-19,20,23,3,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",MSCPA Softball #9118,Adult Athletics,External Reservation
2530,8775,Thursday,6-Jun-19,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown LL #8775,Youth Athletics,External Reservation
2531,8653,Friday,7-Jun-19,18,21,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",fridays at Barry,Youth Athletics,External Reservation
2532,7321,Friday,7-Jun-19,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown cooperative spring ,Youth Athletics,Internal Reservation
2533,7321,Friday,7-Jun-19,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown cooperative spring ,Youth Athletics,Internal Reservation
2534,7586,Friday,7-Jun-19,18,20,2,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",youth,Youth Athletics,External Reservation
2535,8027,Friday,7-Jun-19,20,22,2,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown Babe Ruth #8027,Youth Athletics,External Reservation
2536,7587,Friday,7-Jun-19,17,20,3,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",weekdays on Ryan LL field,Youth Athletics,External Reservation
2537,7588,Friday,7-Jun-19,20,22,2,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",lights on Little League Field,Youth Athletics,External Reservation
2538,7632,Friday,7-Jun-19,20,22,2,RYN - Multipurpose Field - (CHS) (L),Multipurpose Field,Ryan Playground,"Multipurpose Field, Ryan Playground",weekdays @ Ryan,Youth Athletics,External Reservation
2539,7586,Friday,7-Jun-19,18,20,2,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",youth,Youth Athletics,External Reservation
2540,8775,Friday,7-Jun-19,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown LL #8775,Youth Athletics,External Reservation
2541,8084,Saturday,8-Jun-19,9,18,9,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charity Cornhole #8084,Adult Athletics,External Reservation
2542,9212,Saturday,8-Jun-19,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Semi Pro football game #9212,Adult Athletics,External Reservation
2543,7322,Saturday,8-Jun-19,7,19,12,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown coop spring 2019 ,Youth Athletics,Internal Reservation
2544,7590,Saturday,8-Jun-19,8,20,12,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",weekends,Youth Athletics,External Reservation
2545,7589,Saturday,8-Jun-19,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",weekends on LL field,Youth Athletics,External Reservation
2546,7588,Saturday,8-Jun-19,20,22,2,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",lights on Little League Field,Youth Athletics,External Reservation
2547,7590,Saturday,8-Jun-19,8,20,12,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",weekends,Youth Athletics,External Reservation
2548,8775,Saturday,8-Jun-19,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown LL #8775,Youth Athletics,External Reservation
2549,9570,Sunday,9-Jun-19,9,18,9,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Hub Sports Boston #9570,Adult Athletics,External Reservation
2550,7322,Sunday,9-Jun-19,7,19,12,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown coop spring 2019 ,Youth Athletics,Internal Reservation
2551,7322,Sunday,9-Jun-19,7,19,12,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown coop spring 2019 ,Youth Athletics,Internal Reservation
2552,7590,Sunday,9-Jun-19,8,20,12,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",weekends,Youth Athletics,External Reservation
2553,7589,Sunday,9-Jun-19,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",weekends on LL field,Youth Athletics,External Reservation
2554,9569,Sunday,9-Jun-19,9,18,9,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Hub Sports Boston #9569,Adult Athletics,External Reservation
2555,8775,Sunday,9-Jun-19,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown LL #8775,Youth Athletics,External Reservation
2556,9243,Monday,10-Jun-19,18,20,2,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",monday/friday,Youth Athletics,External Reservation
2557,7321,Monday,10-Jun-19,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown cooperative spring ,Youth Athletics,Internal Reservation
2558,8305,Monday,10-Jun-19,20,23,3,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown lax 2019,Youth Athletics,External Reservation
2559,7321,Monday,10-Jun-19,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",charlestown cooperative spring ,Youth Athletics,Internal Reservation
2560,7586,Monday,10-Jun-19,18,20,2,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",youth,Youth Athletics,External Reservation
2561,7632,Monday,10-Jun-19,20,22,2,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",weekdays @ Ryan,Youth Athletics,External Reservation
2562,7587,Monday,10-Jun-19,17,20,3,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",weekdays on Ryan LL field,Youth Athletics,External Reservation
2563,7588,Monday,10-Jun-19,20,22,2,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",lights on Little League Field,Youth Athletics,External Reservation
2564,8815,Monday,10-Jun-19,10,12,2,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",HAEMR Softball #8815,Adult Athletics,External Reservation
